 model_time, W_Stem_sub_sim_0116, W_Stem_sub_obs_0116, W_Stem_sub_sim_0178, W_Stem_sub_obs_0178,
   10739,  44523.83,            , 209491.22,            ,
   10740,  44559.88,            , 209491.62,            ,
   10741,  44595.37,            , 209494.84,            ,
   10742,  44617.06,            , 209498.72,            ,
   10743,  44685.29,            , 209509.34,            ,
   10744,  44744.52,            , 209525.56,            ,
   10745,  44812.45,            , 209549.59,            ,
   10746,  44862.56,            , 209570.66,            ,
   10747,  44897.62,            , 209582.91,            ,
   10748,  44913.35,            , 209592.53,            ,
   10749,  44939.12,            , 209604.91,            ,
   10750,  45002.37,            , 209646.56,            ,
   10751,  45091.92,            , 209688.20,            ,
   10752,  45094.49,            , 209692.31,            ,
   10753,  45099.86,            , 209698.28,            ,
   10754,  45154.36,            , 209725.72,            ,
   10755,  45210.34,            , 209758.19,            ,
   10756,  45267.20,            , 209788.59,            ,
   10757,  45364.02,            , 209838.16,            ,
   10758,  45416.72,            , 209859.81,            ,
   10759,  45470.83,            , 209889.31,            ,
   10760,  45530.55,            , 209927.50,            ,
   10761,  45596.46,            , 209962.59,            ,
   10762,  45651.14,            , 210001.83,            ,
   10763,  45762.45,            , 210074.86,            ,
   10764,  45888.06,            , 210152.31,            ,
   10765,  45914.52,            , 210170.34,            ,
   10766,  45931.91,            , 210188.84,            ,
   10767,  45958.48,            , 210211.72,            ,
   10768,  45998.98,            , 210242.47,            ,
   10769,  46037.84,            , 210275.06,            ,
   10770,  46073.18,            , 210301.41,            ,
   10771,  46111.63,            , 210334.89,            ,
   10772,  46114.83,            , 210369.75,            ,
   10773,  46158.40,            , 210416.28,            ,
   10774,  46283.18,            , 210511.75,            ,
   10775,  46383.47,            , 210585.59,            ,
   10776,  46448.57,            , 210626.89,            ,
   10777,  46471.84,            , 210659.84,            ,
   10778,  46516.30,            , 210702.59,            ,
   10779,  46506.72,            , 210704.97,            ,
   10780,  46497.54,            , 210707.03,            ,
   10781,  46561.86,            , 210760.34,            ,
   10782,  46657.01,            , 210842.75,            ,
   10783,  46790.82,            , 210925.50,            ,
   10784,  46868.90,            , 210976.16,            ,
   10785,  46977.95,            , 211060.25,            ,
   10786,  47071.45,            , 211119.94,            ,
   10787,  47136.45,            , 211175.97,            ,
   10788,  47185.46,            , 211213.50,            ,
   10789,  47257.90,            , 211282.34,            ,
   10790,  47351.67,            , 211349.44,            ,
   10791,  47405.96,            , 211398.22,            ,
   10792,  47458.11,            , 211448.44,            ,
   10793,  47541.25,            , 211513.69,            ,
   10794,  47625.97,            , 211595.56,            ,
   10795,  47695.52,            , 211663.34,            ,
   10796,  47717.02,            , 211688.38,            ,
   10797,  47721.98,            , 211702.41,            ,
   10798,  47757.52,            , 211740.47,            ,
   10799,  47803.88,            , 211790.80,            ,
   10800,  47832.35,            , 211831.19,            ,
   10801,  47883.94,            , 211887.97,            ,
   10802,  47948.00,            , 211949.42,            ,
   10803,  47996.38,            , 211999.00,            ,
   10804,  48037.27,            , 212040.56,            ,
   10805,  48041.56,            , 212055.69,            ,
   10806,  48072.88,            , 212091.91,            ,
   10807,  48096.32,            , 212127.28,            ,
   10808,  48157.89,            , 212192.59,            ,
   10809,  48224.21,            , 212249.38,            ,
   10810,  48300.45,            , 212323.78,            ,
   10811,  48418.12,            , 212415.05,            ,
   10812,  48490.95,            , 212476.16,            ,
   10813,  48551.62,            , 212531.33,            ,
   10814,  48588.37,            , 212584.62,            ,
   10815,  48608.29,            , 212603.97,            ,
   10816,  48616.81,            , 212628.50,            ,
   10817,  48624.84,            , 212652.88,            ,
   10818,  48650.39,            , 212689.34,            ,
   10819,  48680.60,            , 212730.25,            ,
   10820,  48732.91,            , 212778.09,            ,
   10821,  48786.79,            , 212834.08,            ,
   10822,  48814.77,            , 212863.28,            ,
   10823,  48847.33,            , 212898.75,            ,
   10824,  48877.04,            , 212930.66,            ,
   10825,  48871.17,            , 212937.44,            ,
   10826,  48866.21,            , 212943.72,            ,
   10827,  48893.95,            , 212973.91,            ,
   10828,  48916.82,            , 213004.00,            ,
   10829,  48953.44,            , 213046.50,            ,
   10830,  49004.56,            , 213098.66,            ,
   10831,  49099.85,            , 213174.56,            ,
   10832,  49142.97,            , 213230.38,            ,
   10833,  49192.75,            , 213279.19,            ,
   10834,  49216.35,            , 213317.23,            ,
   10835,  49212.41,            , 213324.84,            ,
   10836,  49217.02,            , 213342.12,            ,
   10837,  49267.59,            , 213395.03,            ,
   10838,  49294.18,            , 213426.14,            ,
   10839,  49272.73,            , 213446.88,            ,
   10840,  49270.70,            , 213479.78,            ,
   10841,  49281.78,            , 213503.92,            ,
   10842,  49303.20,            , 213533.22,            ,
   10843,  49317.27,            , 213558.78,            ,
   10844,  49327.39,            , 213585.47,            ,
   10845,  49367.59,            , 213635.31,            ,
   10846,  49370.70,            , 213648.89,            ,
   10847,  49379.99,            , 213666.31,            ,
   10848,  49421.44,            , 213709.03,            ,
   10849,  49419.00,            , 213735.97,            ,
   10850,  49402.51,            , 213736.69,            ,
   10851,  49381.67,            , 213738.09,            ,
   10852,  49409.24,            , 213770.59,            ,
   10853,  49411.87,            , 213785.61,            ,
   10854,  49421.15,            , 213804.34,            ,
   10855,  49409.36,            , 213834.19,            ,
   10856,  49410.95,            , 213873.19,            ,
   10857,  49421.81,            , 213889.84,            ,
   10858,  49427.99,            , 213909.09,            ,
   10859,  49408.22,            , 213905.03,            ,
   10860,  49390.95,            , 213901.78,            ,
   10861,  49366.07,            , 213899.91,            ,
   10862,  49346.25,            , 213916.98,            ,
   10863,  49375.52,            , 213968.94,            ,
   10864,  49406.70,            , 214021.94,            ,
   10865,  49382.59,            , 214019.22,            ,
   10866,  49370.24,            , 214020.06,            ,
   10867,  49363.26,            , 214048.97,            ,
   10868,  49338.39,            , 214039.80,            ,
   10869,  49313.54,            , 214030.62,            ,
   10870,  49288.69,            , 214048.00,            ,
   10871,  49333.80,            , 214091.97,            ,
   10872,  49383.77,            , 214129.38,            ,
   10873,  49426.69,            , 214176.81,            ,
   10874,  49493.19,            , 214220.94,            ,
   10875,  49526.02,            , 214259.03,            ,
   10876,  49557.16,            , 214295.97,            ,
   10877,  49532.20,            , 214298.47,            ,
   10878,  49507.25,            , 214305.34,            ,
   10879,  49513.46,            , 214340.92,            ,
   10880,  49488.52,            , 214355.16,            ,
   10881,  49466.36,            , 214369.59,            ,
